id	区域编码	收费站编码	收费站名称	所属区域名称	管辖单位名称
2.01611100101009984E17	75.0	1.0	"遵贵虚拟站"	"未开通"	"贵阳营运中心"
2.01611100101009984E17	78.0	1.0	"遵黔虚拟站"	"未开通"	"遵黔分中心"
2.01611100101009984E17	64.0	4.0	"兴仁站"	"黔东南州"	"凯里营运分中心"
2.01611100101009984E17	54.0	200.0	"安顺毕都虚拟站"	"毕节"	"安顺营运中心"
2.01611100101009984E17	55.0	200.0	"安顺六六虚拟站"	"六盘水"	"安顺营运中心"
2.01611100101009984E17	54.0	100.0	"虚拟站"	"毕节"	"毕生毕都织纳虚拟"
2.01611100101009984E17	63.0	100.0	"虚拟站"	"毕节"	"毕生毕都织纳虚拟"
2.01611100101009984E17	63.0	4.0	"龙场站(织纳)"	"毕节"	"毕节营运中心"
2.01611100101009984E17	80.0	100.0	"东北绕虚拟站"	"未开通"	"贵阳营运中心"
2.01611100101009984E17	53.0	7.0	"罗妥站"	"罗甸"	"贵阳营运中心"
2.01611110101009984E17	68.0	1.0	"闵孝镇站"	"未知"	"安江公司"
2.01611110101009984E17	59.0	2.0	"息黔虚拟站"	"未知"	"桥梁集团息黔线"
2.01611110101009984E17	22.0	2.0	"丹寨站"	"未知"	"都匀营运中心"
2.01611110101009984E17	66.0	1.0	"百宜站"	"未知"	"贵瓮公司"
2.01611110101009984E17	66.0	2.0	"龙岗站"	"未知"	"贵瓮公司"
2.01611110101009984E17	66.0	3.0	"毛云站"	"未知"	"贵瓮公司"
2.01611110101009984E17	66.0	4.0	"瓮安西站"	"未知"	"贵瓮公司"
2.01611110101009984E17	69.0	1.0	"平塘东站"	"未知"	"独平中心"
2.01611110101009984E17	74.0	3.0	"沿河站"	"未知"	"沿德中心"
2.01611110101009984E17	74.0	7.0	"合兴站(沿德)"	"未知"	"沿德中心"
2.01611110101009984E17	74.0	6.0	"德江南站"	"未知"	"沿德中心"
2.01611110101009984E17	74.0	4.0	"官舟站"	"未知"	"沿德中心"
2.01611110101009984E17	74.0	5.0	"德江北站"	"未知"	"沿德中心"
2.01611110101009984E17	74.0	2.0	"沿河东站"	"未知"	"沿德中心"
2.01611110101009984E17	74.0	1.0	"沙子主线站"	"未知"	"沿德中心"
2.01611110101009984E17	73.0	1.0	"望谟西站"	"未知"	"兴关营运中心"
2.01611110101009984E17	73.0	2.0	"岩架站"	"未知"	"兴关营运中心"
2.01611110101009984E17	73.0	3.0	"册亨站"	"未知"	"兴关营运中心"
2.01611110101009984E17	73.0	4.0	"丫他站"	"未知"	"兴关营运中心"
2.01611110101009984E17	68.0	2.0	"龙塘坳站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	3.0	"石固站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	4.0	"石阡南站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	5.0	"佛顶山东站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	6.0	"佛顶山西站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	7.0	"余庆东站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	8.0	"黄平纸房站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	9.0	"猴场站"	"未知"	"安江公司"
2.01611110101009984E17	68.0	10.0	"瓮安站"	"未知"	"安江公司"
2.01611110101009984E17	72.0	1.0	"综保站"	"未知"	"贵阳营运中心"
2.01611110101009984E17	72.0	3.0	"定扒站"	"未知"	"贵阳营运中心"
2.01611110101009984E17	72.0	4.0	"永乐站"	"未知"	"贵阳营运中心"
2.01611110101009984E17	72.0	2.0	"火石坡站"	"未知"	"贵阳营运中心"
2.01611110101009984E17	67.0	1.0	"湄潭东站"	"未知"	"兴陆公司"
2.01611110101009984E17	67.0	2.0	"抄乐站"	"未知"	"兴陆公司"
2.01611110101009984E17	67.0	3.0	"龙家站"	"未知"	"兴陆公司"
2.01611110101009984E17	67.0	4.0	"港口站"	"未知"	"兴陆公司"
2.01611110101009984E17	67.0	5.0	"瓮安北站"	"未知"	"兴陆公司"
2.01611110101009984E17	76.0	2.0	"道真北站"	"未知"	"福和公司"
2.01611110101009984E17	76.0	3.0	"道真站"	"未知"	"福和公司"
2.01611110101009984E17	76.0	4.0	"三江站"	"未知"	"福和公司"
2.01611110101009984E17	76.0	5.0	"正安北站"	"未知"	"福和公司"
2.01611110101009984E17	76.0	6.0	"正安站"	"未知"	"福和公司"
2.01611110101009984E17	77.0	1.0	"和平站"	"未知"	"和兴公司"
2.01611110101009984E17	77.0	3.0	"西河站"	"未知"	"和兴公司"
2.01611110101009984E17	77.0	4.0	"洗马站"	"未知"	"和兴公司"
2.01611110101009984E17	76.0	1.0	"大磏主线站"	"未知"	"福和公司"
2.01611110101009984E17	77.0	2.0	"坪乐站"	"未知"	"和兴公司"
2.01611110101009984E17	57.0	1.0	"务川站"	"未知"	"务川分中心"
2.01611110101009984E17	57.0	2.0	"涪洋站"	"未知"	"务川分中心"
2.01611110101009984E17	57.0	3.0	"简家坪站"	"未知"	"务川分中心"
2.01611110101009984E17	70.0	1.0	"盘州东站"	"未知"	"盘兴公司"
2.01611110101009984E17	78.0	4.0	"王庄站"	"未知"	"贵黔分中心"
2.01611110101009984E17	78.0	5.0	"卫城站"	"未知"	"贵黔分中心"
2.01611110101009984E17	78.0	2.0	"新仁站"	"未知"	"贵黔分中心"
2.01611110101009984E17	78.0	6.0	"麦格站"	"未知"	"贵黔分中心"
2.01701060101009984E17	54.0	12.0	"都格主线站"	"六盘水"	"水城营运中心"
2.01701060101009984E17	70.0	2.0	"丹霞站"	"未知"	"盘兴营运中心"
2.01701060101009984E17	70.0	3.0	"民主站"	"未知"	"盘兴营运中心"
2.01701060101009984E17	70.0	4.0	"大山站"	"未知"	"盘兴营运中心"
2.01701060101009984E17	70.0	5.0	"保田站"	"未知"	"盘兴营运中心"
2.01701060101009984E17	70.0	6.0	"普田站"	"未知"	"盘兴营运中心"
2.01701060101009984E17	70.0	7.0	"品甸站"	"未知"	"盘兴营运中心"
2.01701060101009984E17	70.0	8.0	"清水河站"	"未知"	"盘兴营运中心"
2.01701110101009984E17	84.0	1.0	"德江站"	"铜仁"	"公路局"
2.01701250101009984E17	78.0	9.0	"大海子站"	"未知"	"贵黔分中心"
2.01702040101009984E17	79.0	1.0	"泮水西站"	"毕节"	"黔西中心"
2.01702040101009984E17	78.0	3.0	"东风湖站"	"未知"	"贵黔分中心"
2.01702040101009984E17	25.0	14.0	"南白站(播州)"	"贵阳"	"贵阳营运中心"
2.01702040101009984E17	59.0	3.0	"协和站"	"毕节"	"黔西中心"
2.01702040101009984E17	59.0	4.0	"太来站"	"毕节"	"黔西中心"
2.01702040101009984E17	59.0	5.0	"六桶站"	"毕节"	"黔西中心"
2.01702040101009984E17	59.0	6.0	"九庄站"	"毕节"	"黔西中心"
2.01702040101009984E17	59.0	7.0	"鹿窝站"	"毕节"	"黔西中心"
2.01702040101009984E17	59.0	8.0	"流长站"	"毕节"	"黔西中心"
2.01702040101009984E17	59.0	9.0	"温泉站"	"毕节"	"黔西中心"
2.01702040101009984E17	79.0	2.0	"金沙南站"	"毕节"	"黔西中心"
2.01702040101009984E17	79.0	3.0	"中建站"	"毕节"	"黔西中心"
2.01702040101009984E17	79.0	4.0	"中坪站"	"毕节"	"黔西中心"
2.01702040101009984E17	79.0	5.0	"永燊站"	"毕节"	"黔西中心"
2.01702040101009984E17	44.0	11.0	"义龙西站"	"兴义市"	"兴关营运中心"
